URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender"
http://hl7.org/fhir/sid/cvx,4.0.0,active,"2.16.840.1.113883.12.292",CVX,Vaccine Administered Code Set (CVX),"The CDC's National Center of Immunization and Respiratory Diseases (NCIRD - see [https://www.cdc.gov/ncird/](https://www.cdc.gov/ncird/)) developed and maintains the CVX (vaccine administered) code set. It includes both active and inactive vaccines available in the US. CVX codes for inactive vaccines allow transmission of historical immunization records. When a MVX (manufacturer) code is paired with a CVX (vaccine administered) code, the specific trade named vaccine may be indicated. These codes should be used for immunization messages using either HL7 Version 2.3.1 or HL7 Version 2.5.1. CVX is the underlying Master Code System for V2 table 0292 (Vaccines Administered). The machine readable name for CVX in PHIN VADS is PH_VaccinesAdministeredCVX_CDC_NIP. The version of the CVX code set for certification can be found on the archive page:[https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp](https://www2a.cdc.gov/vaccines/iis/iisstandards/mu3versioned_codes.asp)     The Status column indicates if the vaccine is currently available in the United States.    *  Active: A currently available administrable vaccine     *  Inactive: An administrable vaccine formulation that is no longer available for patient administration, but can be found in historical patient records OR A historical record of a vaccine administered where the exact formulation is unknown     *  Pending: A vaccine that is expected to become active in the future     *  Non-US: A vaccine that available outside the US only     *  Never Active: A vaccine that was never available and is not in the pipeline of new vaccines     The Last Updated column indicates the last time this particular vaccine code was updated in this table.    Questions regarding this table should be directed to the IIS Technical Assistance Team via iisinfo@cdc.gov (or use mailing address via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx#addr))     HL7 Implementers should note that 'Status' IS NOT CONCEPT STATUS as all codes are ACTIVE in this code system.    The current code system is available via [https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx](https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx)","ConceptMap/who-ddcc-map-cvx-icd11-vaccines,ConceptMap/who-ddcc-map-cvx-icd11-brands,ConceptMap/vaccine-covid19-cvx-to-icd11,ValueSet/vaccine-covid19-cvx"
http://hl7.org/fhir/sid/icd-10,2.1.1,retired,"2.16.840.1.113883.6.3",Icd10,ICD-10,"International Classification of Diseases revision 10 (ICD 10)","ConceptMap/who-ddcc-map-icd11-icd10-disease-targeted"
http://hl7.org/fhir/uv/ips/CodeSystem/absent-unknown-uv-ips,1.1.0,active,,AbsentAndUnknownDataUvIps,Absent and Unknown Data - IPS,"International Patient Summary (IPS) codes for ""known absent"" and ""not known"" data.","ValueSet/absent-or-unknown-immunizations-uv-ips"
http://id.who.int/icd/release/11/mms,1.0.0,active,,ICD11MMS,International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS),"The International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS) is one of the ICD11 linearizations. Information about the ICD Foundation Component and the ICD11 Linearizations can be found in the complete reference guide here: [https://icd.who.int/icd11refguide/en/index.html](https://icd.who.int/icd11refguide/en/index.html)    ""**The ICD11 Linearizations (Tabular lists)**    A linearization is a subset of the foundation component, that is:    1. fit for a particular purpose: reporting mortality, morbidity, primary care or other uses;     2. composed of entities that are Mutually Exclusive of each other;     3. each entity is given a single parent.    Linearization is similar to the classical print versions of ICD Tabular List (e.g. volume I of ICD-10 or other previous editions). The main linearization of ICD-11 is Mortality and Morbidity Statistics (MMS). Various linearizations could be built at different granularity, use case or other purposes such as for Primary Care, Clinical Care or Research. The linkage from the foundation component to a particular linearization will ensure consistent use of the ICD.""    ICD-11 for Mortality and Morbidity (ICD-11 MMS) can be downloaded in either print or electronic (spreadsheet) format from the  browser in the Info tab located [here](https://icd.who.int/browse11/l-m/en)","ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-sample-origin-icao-to-icd11,ConceptMap/lab-test-type-divoc-to-icd11,ConceptMap/lab-test-sample-origin-divoc-to-icd11"
http://id.who.int/icd11/mms,1.0.0,draft,,DDCC_ICD11_CodeSystem,DDCC Codes for ICD11,"ICD11 codes for DDCC so the FHIR server can perform expansions.","ConceptMap/lab-test-pathogen-divoc-to-icd11,ValueSet/who-ddcc-type-of-test-covid-19,ConceptMap/who-ddcc-map-icd11-icao-vaccines,ConceptMap/who-ddcc-map-icd11-divoc-vaccines,ConceptMap/lab-test-qual-result-snomed-to-icd11,ConceptMap/who-ddcc-map-divoc-icd11-vaccines,ConceptMap/who-ddcc-map-cvx-icd11-brands,ConceptMap/who-ddcc-map-cvx-icd11-vaccines,ConceptMap/who-ddcc-map-icd11-eudcc-vaccines,ConceptMap/who-ddcc-map-icd11-sct-agent-targeted,ConceptMap/vaccine-covid19-cvx-to-icd11,ConceptMap/who-ddcc-map-ichi-sct-type-of-test,ConceptMap/who-ddcc-map-icd11-sct-test-result,ConceptMap/who-ddcc-map-ichi-sct-specimen-origin,ConceptMap/who-ddcc-map-sct-ichi-specimen-origin,ValueSet/who-ddcc-agent-targeted-covid-19,ValueSet/who-ddcc-vaccines-covid-19,ConceptMap/lab-test-qual-result-divoc-to-icd11,ConceptMap/lab-test-type-icao-to-icd11,ConceptMap/who-ddcc-map-icd11-sct-disease-targeted,ValueSet/who-ddcc-brands-covid-19,ConceptMap/who-ddcc-map-icao-icd11-vaccines,ConceptMap/vaccine-covid19-snomed-to-icd11,ValueSet/who-ddcc-test-result-covid-19,ConceptMap/who-ddcc-map-ichi-loinc-type-of-test,ValueSet/who-ddcc-disease-targeted-covid-19,ConceptMap/lab-test-type-covid19-loinc-to-icd11,ConceptMap/vaccine-covid19-euur-to-icd11,ValueSet/who-ddcc-sample-origin-covid-19,ConceptMap/who-ddcc-map-icd11-sct-vaccines,ConceptMap/lab-test-pathogen-snomed-to-icd11,ConceptMap/lab-test-qual-result-icao-to-icd11,ConceptMap/who-ddcc-map-icd11-icd10-disease-targeted,ValueSet/vaccine-covid19-icd11,ConceptMap/who-ddcc-map-eudcc-icd11-vaccines"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-type-covid19-loinc-to-icd11,ValueSet/lab-test-type-loinc,ValueSet/lab-test-type-covid19-loinc,ConceptMap/who-ddcc-map-loinc-sct-type-of-test,ConceptMap/who-ddcc-map-ichi-loinc-type-of-test"
http://smart.who.int/ddcc/CodeSystem/DDCC-Composition-Category-CodeSystem,1.0.0,draft,,DDCC_Composition_Category_CodeSystem,DDCC Composition Category Codes,"Possible categories available for composition.","ValueSet/DDCC-Composition-Category-ValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCC-Device-Property-CodeSystem,1.0.0,draft,,DDCC_Device_Property_CodeSystem,DDCC Device Property Codes,"Possible properties available for devices.","ValueSet/DDCC-Device-Property-ValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCC-Folder-DesignationType,1.0.0,draft,,DDCC_Folder_DesignationType_Codesystem,DDCC Designation Types for Folder,"DDCC Designation Types to use for DDCC Folders.","ValueSet/DDCC-Folder-DesignationType"
