URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender"
http://hl7.org/fhir/sid/cvx,1.0.0,draft,,WHODDCCcvx,CVX codes used in this IG,"All CVX codes from `http://hl7.org/fhir/sid/cvx` used in this IG. Provided so the FHIR server can perform expansions.","ConceptMap/who-ddcc-map-cvx-icd11-vaccines,ConceptMap/who-ddcc-map-cvx-icd11-brands,ValueSet/VaccineCovid19CvxValueSet,ConceptMap/vaccine-covid19-cvx-to-icd11"
http://hl7.org/fhir/sid/icd-10,2.1.1,retired,"2.16.840.1.113883.6.3",Icd10,ICD-10,"International Classification of Diseases revision 10 (ICD 10)","ConceptMap/who-ddcc-map-icd11-icd10-disease-targeted"
http://id.who.int/icd/release/11/mms,1.0.0,active,,ICD11MMS,International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS),"The International Classification of Diseases, 11th Revision Mortality and Morbidity Statistics (MMS) is one of the ICD11 linearizations. Information about the ICD Foundation Component and the ICD11 Linearizations can be found in the complete reference guide here: [https://icd.who.int/icd11refguide/en/index.html](https://icd.who.int/icd11refguide/en/index.html)    ""**The ICD11 Linearizations (Tabular lists)**    A linearization is a subset of the foundation component, that is:    1. fit for a particular purpose: reporting mortality, morbidity, primary care or other uses;     2. composed of entities that are Mutually Exclusive of each other;     3. each entity is given a single parent.    Linearization is similar to the classical print versions of ICD Tabular List (e.g. volume I of ICD-10 or other previous editions). The main linearization of ICD-11 is Mortality and Morbidity Statistics (MMS). Various linearizations could be built at different granularity, use case or other purposes such as for Primary Care, Clinical Care or Research. The linkage from the foundation component to a particular linearization will ensure consistent use of the ICD.""    ICD-11 for Mortality and Morbidity (ICD-11 MMS) can be downloaded in either print or electronic (spreadsheet) format from the  browser in the Info tab located [here](https://icd.who.int/browse11/l-m/en)","ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-sample-origin-icao-to-icd11,ConceptMap/lab-test-type-divoc-to-icd11,ConceptMap/lab-test-sample-origin-divoc-to-icd11"
http://loinc.org,1.0.0,draft,,WHODDCCloinc,LOINC codes used in this IG,"All LOINC codes from `http://loinc.org` used in this IG. Provided so the FHIR server can perform expansions.","ConceptMap/lab-test-type-snomed-to-icd11,ConceptMap/lab-test-type-covid19-loinc-to-icd11,ConceptMap/who-ddcc-map-loinc-sct-type-of-test,ValueSet/LabTestTypeLoincValueSet,ValueSet/LabTestTypeCovid19LoincValueSet,ConceptMap/who-ddcc-map-ichi-loinc-type-of-test"
http://smart.who.int/ddcc/CodeSystem/DDCCCompositionCategoryCodeSystem,1.0.0,draft,,DDCCCompositionCategoryCodeSystem,DDCC Composition Category Codes,"Possible categories available for composition.","ValueSet/DDCCCompositionCategoryValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCCDevicePropertyCodeSystem,1.0.0,draft,,DDCCDevicePropertyCodeSystem,DDCC Device Property Codes,"Possible properties available for devices.","ValueSet/DDCCDevicePropertyValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCCFolderDesignationTypeCodesystem,1.0.0,draft,,DDCCFolderDesignationTypeCodesystem,DDCC Designation Types for Folder,"DDCC Designation Types to use for DDCC Folders.","ValueSet/DDCCFolderDesignationTypeValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCCQRFormatCodeSystem,1.0.0,draft,,DDCCQRFormatCodeSystem,DDCC QR Format Codes,"Possible formats available for QR data.","ValueSet/DDCCQRFormatValueSet"
http://smart.who.int/ddcc/CodeSystem/DDCCQRTypeCodeSystem,1.0.0,draft,,DDCCQRTypeCodeSystem,DDCC QR Category Usage Codes,"Possible formats available for QR usage.","ValueSet/DDCCQRTypeValueSet"
