URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/ddcc/ValueSet/DDCCCompositionCategoryValueSet,1.0.1,active,,DDCCCompositionCategoryValueSet,DDCC Composition Category Codes,"Categorization of DDCC Composition",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCCDevicePropertyValueSet,1.0.1,active,,DDCCDevicePropertyValueSet,DDCC Device Property Codes,"Properties of DDCC devices",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCCFolderDesignationTypeValueSet,1.0.1,active,,DDCCFolderDesignationTypeValueSet,DDCC DesignationTypes for Folder,"DDCC Designation Types ValueSet for DDCC Folders.",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCCQRFormatValueSet,1.0.1,active,,DDCCQRFormatValueSet,DDCC QR Format Codes,"Format of the representation of QR code",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCCQRTypeValueSet,1.0.1,active,,DDCCQRTypeValueSet,DDCC QR Type Codes,"Type of QR codes by their business usage",,"Internal"
http://smart.who.int/ddcc/ValueSet/DIVOCValueSet,1.0.1,draft,,DIVOCValueSet,COVID-19 Vaccine Codes for DIVOC,"COVID-19 Vaccine codes for DIVOC so the FHIR server can perform expansions.",,"Internal"
http://smart.who.int/ddcc/ValueSet/EUDCCValueSet,1.0.1,draft,,EUDCCValueSet,EU DCC Allowed Vaccine List (COVID-19),"EU DCC Allowed Vaccine List (COVID-19).",,"Internal"
http://smart.who.int/ddcc/ValueSet/ICAOV1ValueSet,1.0.1,draft,,ICAOV1ValueSet,DDCC Codes for ICAO Vaccines,"ICAO vaccines codes for DDCC so the FHIR server can perform expansions.",,"Internal"
http://smart.who.int/ddcc/ValueSet/LabTestPathogenCovid19SnomedValueSet,1.0.1,active,,LabTestPathogenCovid19SnomedValueSet,Lab Test - Pathogen - COVID-19 - SNOMED CT,"This is a one-time snapshot of the allowed values for pathogens in EUDCC, retrieved in February 2023 from https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.230.01.0032.01.ENG. Contents may need to be updated and readers should consult the credential's documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/LabTestPathogenDivocValueSet,1.0.1,active,,LabTestPathogenDivocValueSet,Lab Test - Pathogen - DIVOC,"This is a one-time snapshot of the allowed values for pathogens, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate can be found at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Other"
http://smart.who.int/ddcc/ValueSet/LabTestQualitativeResultDivocValueSet,1.0.1,active,,LabTestQualitativeResultDivocValueSet,Lab Test - Qualitative Result - DIVOC,"This is a one-time snapshot of the allowed values for lab test results, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate can be found at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Other"
