URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://smart.who.int/ddcc/ValueSet/DDCC-Composition-Category-ValueSet,1.0.0,draft,,DDCC_Composition_Category_ValueSet,DDCC Composition Category Codes,"Categorization of DDCC Composition",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCC-Device-Property-ValueSet,1.0.0,draft,,DDCC_Device_Property_ValueSet,DDCC Device Property Codes,"Properties of DDCC devices",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCC-Folder-DesignationType,1.0.0,draft,,DDCC_Folder_DesignationType_ValueSet,DDCC DesignationTypes for Folder,"DDCC Designation Types ValueSet for DDCC Folders.",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCC-QR-Format-ValueSet,1.0.0,draft,,DDCC_QR_Format_ValueSet,DDCC QR Format Codes,"Format of the representation of QR code",,"Internal"
http://smart.who.int/ddcc/ValueSet/DDCC-QR-Type-ValueSet,1.0.0,draft,,DDCC_QR_Type_ValueSet,DDCC QR Type Codes,"Type of QR codes by their business usage",,"Internal"
http://smart.who.int/ddcc/ValueSet/DIVOC-ValueSet,1.0.0,draft,,DIVOC_ValueSet,COVID-19 Vaccine Codes for DIVOC,"COVID-19 Vaccine codes for DIVOC so the FHIR server can perform expansions.",,"Internal"
http://smart.who.int/ddcc/ValueSet/ICAOVaccineListV1,1.0.0,draft,,ICAOV1_ValueSet,DDCC Codes for ICAO Vaccines,"ICAO vaccines codes for DDCC so the FHIR server can perform expansions.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-pathogen-covid19-snomed,1.0.0,draft,,LabTestPathogenCovid19SnomedValueSet,Lab Test - Pathogen - COVID-19 - SNOMED CT,"This is a one-time snapshot of the allowed values for pathogens in EUDCC, retrieved in February 2023 from https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.230.01.0032.01.ENG. Contents may need to be updated and readers should consult the credential's documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-pathogen-divoc,1.0.0,draft,,LabTestPathogenDivocValueSet,Lab Test - Pathogen - DIVOC,"This is a one-time snapshot of the allowed values for pathogens, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate can be found at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-qual-result-divoc,1.0.0,draft,,LabTestQualitativeResultDivocValueSet,Lab Test - Qualitative Result - DIVOC,"This is a one-time snapshot of the allowed values for lab test results, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate can be found at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-qual-result-icao,1.0.0,draft,,LabTestResultIcaoValueSet,Lab Test - Qualitative Result - ICAO,"This is a one-time snapshot of the allowed values for lab test results in ICAO, retrieved in February 2023 from https://www.icao.int/Security/FAL/TRIP/PublishingImages/Pages/Publications/Visible%20Digital%20Seal%20for%20non-constrained%20environments%20%28VDS-NC%29.pdf. Contents may need to be updated and readers should consult the credential's documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-qual-result-snomed,1.0.0,draft,,LabTestQualitativeResultSnomedValueSet,Lab Test - Qualitative Result - SNOMED CT,"This is a one-time snapshot of the allowed values for lab test results in EUDCC and SMART Health Cards, retrieved in February 2023 from https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.230.01.0032.01.ENG and <http://build.fhir.org/ig/HL7/fhir-shc-vaccination-ig/ValueSet-vaccine-snomed.html> respectively. Contents may need to be updated and readers should consult the original documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-sample-origin-divoc,1.0.0,draft,,LabTestSampleOriginDivocValueSet,Lab Test - Sample Origin - DIVOC,"This is a one-time snapshot of the allowed values for lab test sample origins, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate is at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-sample-origin-icao,1.0.0,draft,,LabTestSampleOriginIcaoValueSet,Lab Test - Sample Origin - ICAO,"This is a one-time snapshot of the allowed values for lab test sample origins in ICAO, retrieved in February 2023 from https://www.icao.int/Security/FAL/TRIP/PublishingImages/Pages/Publications/Visible%20Digital%20Seal%20for%20non-constrained%20environments%20%28VDS-NC%29.pdf. Contents may need to be updated and readers should consult the credential's documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-type-covid19-loinc,1.0.0,draft,,LabTestTypeCovid19LoincValueSet,Lab Test - Type - COVID-19 - LOINC,"This is a one-time snapshot of the allowed values for COVID-19 specific lab tests in EUDCC, retrieved in February 2023 from https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.230.01.0032.01.ENG. Contents may need to be updated and readers should consult the credential's documentation.",,"LOINC"
http://smart.who.int/ddcc/ValueSet/lab-test-type-divoc,1.0.0,draft,,LabTestTypeDivocValueSet,Lab Test - Type - DIVOC,"This is a one-time snapshot of the allowed values for lab test types, retrieved in February 2023. Contents may need to be updated and readers should consult the credential's documentation. Some information on DIVOC's test certificate can be found at https://github.com/egovernments/DIVOC/blob/main/test-certificate-context/test-certificate-context.js. Additional information on DIVOC can be found at <https://divoc.digit.org/platform/divocs-verifiable-certificate-features>",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-type-icao,1.0.0,draft,,LabTestTypeIcaoValueSet,Lab Test - Type - ICAO,"This is a one-time snapshot of the allowed values for lab test types in ICAO, retrieved in February 2023 from https://www.icao.int/Security/FAL/TRIP/PublishingImages/Pages/Publications/Visible%20Digital%20Seal%20for%20non-constrained%20environments%20%28VDS-NC%29.pdf. Contents may need to be updated and readers should consult the credential's documentation.",,"Internal"
http://smart.who.int/ddcc/ValueSet/lab-test-type-loinc,1.0.0,draft,,LabTestTypeLoincValueSet,Lab Test - Type - Generic - LOINC,"This is a one-time snapshot of the allowed values for generic lab tests in EUDCC, retrieved in February 2023 from https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.230.01.0032.01.ENG. Contents may need to be updated and readers should consult the credential's documentation.",,"LOINC"
http://smart.who.int/ddcc/ValueSet/vaccine-covid19-cvx,1.0.0,draft,,VaccineCovid19CvxValueSet,Vaccine - COVID-19 - CVX,"This is a one-time snapshot of the allowed CVX codes for vaccines, retrieved in February 2023. Contents may need to be updated and readers should consult the credential documentation, found here http://hl7.org/fhir/uv/shc-vaccination/2021Sep/ValueSet-vaccine-cvx.html. More information on the CVX value set can be found here, <https://www2a.cdc.gov/vaccines/iis/iisstandards/vaccines.asp?rpt=cvx>",,"hl7.terminology.r4"
http://smart.who.int/ddcc/ValueSet/vaccine-covid19-euur,1.0.0,draft,,VaccineCovid19EUUnionRegisterValueSet,Vaccine - COVID-19 - EU Union Register of Medicinial Products,"Union Register of medicinal products for vaccines with EU-wide authorisation. The Union Register is found at <https://ec.europa.eu/health/documents/community-register/html/index_en.htm>. However, the contents of this ValueSet are based on v1.14 (2023-01-25) of the [EU DCC value set guidelines](https://health.ec.europa.eu/system/files/2023-01/eu-dcc-value-sets_en.pdf).",,"Internal"
http://smart.who.int/ddcc/ValueSet/vaccine-covid19-icd11,1.0.0,draft,,VaccineCovid19Icd11ValueSet,Vaccine - COVID-19 - Icd11,"tbd",,"Internal"
http://smart.who.int/ddcc/ValueSet/vaccine-covid19-snomed,1.0.0,draft,,VaccineCovid19SnomedValueSet,Vaccine - COVID-19 - SNOMED CT,"This is a one-time snapshot of the allowed SNOMED values for vaccines, retrieved in February 2023. Contents may need to be updated and readers should consult the documentation, found here http://hl7.org/fhir/uv/shc-vaccination/2021Sep/ValueSet-vaccine-snomed.html",,"Internal"
http://smart.who.int/ddcc/ValueSet/vaccines-covid-19-names,1.0.0,draft,,EU_DCC_ValueSet,EU DCC Allowed Vaccine List (COVID-19),"EU DCC Allowed Vaccine List (COVID-19).",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-agent-targeted-covid-19,1.0.0,draft,,WHO_DDCC_Agent_Targeted_COVID_19,WHO Agent Targeted (COVID-19),"WHO Agent Targeted List (COVID-19) from [ICD 11](https://icd.who.int/browse11)",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-brands-covid-19,1.0.0,draft,,WHO_DDCC_Brands_COVID_19,WHO DDCC Brand List (COVID-19),"WHO DDCC Brand List (COVID-19) from [ICD 11](https://icd.who.int/browse11)",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-disease-targeted-covid-19,1.0.0,draft,,WHO_DDCC_Disease_Targeted_COVID_19,WHO Disease or Agent Targeted (COVID-19),"WHO Disease or Agent Targeted List (COVID-19) from [ICD 11](https://icd.who.int/browse11)",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-sample-origin-covid-19,1.0.0,draft,,WHO_DDCC_Sample_Origin_COVID_19,WHO Speciman Sample Origin (COVID-19),"WHO Speciman Sample Origin List (COVID-19)",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-test-result-covid-19,1.0.0,draft,,WHO_DDCC_Test_Result_COVID_19,WHO Test Result (COVID-19),"WHO COVID-19 Test Result from [ICD 11](https://icd.who.int/browse11)",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-type-of-test-covid-19,1.0.0,draft,,WHO_DDCC_Type_of_Test_COVID_19,WHO Type of Covid-19 Test,"WHO Type of COVID-19 Test",,"Internal"
http://smart.who.int/ddcc/ValueSet/who-ddcc-vaccines-covid-19,1.0.0,draft,,WHO_DDCC_Vaccines_COVID_19,WHO Vaccine List (COVID-19),"WHO Vaccine List (COVID-19) from [ICD 11](https://icd.who.int/browse11)",,"Internal"
