Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-fhir.who.ddcc.json	75969	-	0	0	0	0	0	0	11	258	0	0	0	0	0	0	0	3	0	0	549	158	0	0	0	0	20	0	12
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-1.json	7211	12	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	44	19	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-Arabic.json	7245	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-Chinese.json	7246	18	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	27	9	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-French.json	7229	15	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	31	8	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-Russian.json	7250	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	36	9	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-DDCC-TX-SHE-bundle-example-Spanish.json	7233	8	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	33	10	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Arabic.json	7180	11	0	0	0	0	27	0	0	213	0	0	0	0	0	0	0	0	0	0	79	64	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Chinese.json	7187	10	0	0	0	0	5	0	0	34	0	0	0	0	0	0	0	0	0	0	84	18	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-English.json	7179	47	0	0	0	0	4	0	1	39	0	0	0	0	0	0	0	0	0	0	45	28	0	0	0	0	0	0	1
fsh-generated/resources/Bundle-Example-French.json	7165	10	0	0	0	0	5	0	0	46	0	0	0	0	0	0	0	0	0	0	66	13	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Russian.json	7226	11	1	0	0	0	5	0	0	35	0	0	0	0	0	0	0	0	0	0	36	13	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-Example-Spanish.json	7183	10	0	0	0	0	4	0	1	34	0	0	0	0	0	0	0	0	0	0	63	11	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DDCC-Composition-Category-CodeSystem.json	591	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	5976	0	0	0	0	1	0	0
